Numerator	Denominator	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein
-Signaling Molecules and Interaction	-Neurodegenerative Diseases	1.002	1.557	3.217	0.6763	1.369	3.235	0.191	0.3462	0.5761	0.1779	0.3554	0.5714
Cellular Processes	-Neurodegenerative Diseases	3.305	4.593	9.143	2.374	4.293	8.591	1.556	2.424	4.551	1.499	2.353	4.722
-Cell structure	-Neurodegenerative Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Crystallins	-Neurodegenerative Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Neurodegenerative Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Neurodegenerative Diseases	1.045	1.523	2.831	0.9021	1.497	3.215	0.3125	0.4292	0.9366	0.3563	0.4494	1.075
-Cytoskeleton	-Neurodegenerative Diseases	1.58	2.211	4.439	0.986	1.907	3.755	0.8366	1.348	2.563	0.6978	1.19	2.486
-Cell Motility	-Neurodegenerative Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Neurodegenerative Diseases	0.2712	0.5313	1.067	0.1919	0.4904	0.9548	0.122	0.3676	0.694	0.1331	0.411	0.7818
-Cell Communication	-Neurodegenerative Diseases	0.3085	0.6309	1.002	0.1932	0.399	0.8391	0.1338	0.3575	0.6752	0.1254	0.3789	0.759
Metabolism	-Neurodegenerative Diseases	5.814	9.529	17.68	4.39	9.996	18.7	3.475	7.268	10.27	3.93	8.613	12.35
-Membrane Transport	-Neurodegenerative Diseases	0.09269	0.1821	0.5143	0.05848	0.1287	0.481	0.0225	0.04501	0.1102	0.02639	0.04215	0.08725
-Central Carbon Metabolism	-Neurodegenerative Diseases	0.4994	1.211	2.896	0.3008	1.242	3.297	0.521	1.199	3.6	0.5775	1.49	4.512
-Energy Metabolism	-Neurodegenerative Diseases	0.1568	0.3449	0.7276	0.1164	0.3823	0.6831	0.2669	0.5122	0.7181	0.4028	0.5356	0.9052
-Biosynthesis	-Neurodegenerative Diseases	1.262	2.431	3.864	0.9584	2.375	4.334	0.8677	1.66	2.716	0.9731	1.693	3.128
-Other Enzymes	-Neurodegenerative Diseases	3.079	5.175	10.06	2.263	5.101	9.89	1.442	3.192	5.605	1.61	3.903	6.765
Organismal Systems	-Neurodegenerative Diseases	1.967	3.385	5.907	1.663	3.345	6.232	0.7161	1.128	1.927	0.7628	1.047	2.04
-Immune System	-Neurodegenerative Diseases	1.017	1.9	3.183	0.921	1.938	4.071	0.292	0.4416	0.956	0.3252	0.4723	1.17
-Endocrine System	-Neurodegenerative Diseases	0.08943	0.4119	0.8017	0.07927	0.3983	0.7211	0.088	0.2293	0.401	0.04618	0.1739	0.3741
-Circulatory System	-Neurodegenerative Diseases	0.01802	0.07129	0.1337	0.02921	0.06023	0.1181	0.04046	0.06168	0.1069	0.03474	0.05951	0.1082
-Digestive System	-Neurodegenerative Diseases	0.07817	0.2719	0.3676	0.04862	0.2219	0.3367	0.01312	0.04666	0.07594	0.0109	0.03898	0.06214
-Excretory System	-Neurodegenerative Diseases	0.1074	0.2479	0.3864	0.07716	0.214	0.3825	0.06766	0.1668	0.2309	0.0616	0.134	0.2432
-Nervous System	-Neurodegenerative Diseases	0.1057	0.3156	0.4737	0.09655	0.1989	0.3821	0.0457	0.1422	0.2249	0.03862	0.1338	0.2579
-Sensory System	-Neurodegenerative Diseases	0	0.01825	0.06995	0	0.01609	0.0699	0	0.005997	0.01301	0	0.002833	0.01159
-Development	-Neurodegenerative Diseases	0.1369	0.2181	0.2975	0.09978	0.156	0.2721	0.0208	0.0449	0.06846	0.02247	0.03876	0.09965
-Environmental Adaptation	-Neurodegenerative Diseases	0	0.01318	0.0827	0	0.01102	0.0813	0	0.01308	0.06217	0	0.01254	0.0532
Human Diseases	-Neurodegenerative Diseases	2.166	3.558	5.48	1.891	3.626	5.571	1.55	2.076	3.122	1.595	2.055	3.677
-Cancers	-Neurodegenerative Diseases	0.3424	0.7122	1.135	0.2273	0.5467	0.8901	0.05539	0.2343	0.3555	0.06162	0.2682	0.3627
-Immune System Diseases	-Neurodegenerative Diseases	0.0315	0.1632	0.3381	0.02749	0.1133	0.3455	0.03567	0.07332	0.1094	0.0302	0.06783	0.1001
-Neurodegenerative Diseases	-Neurodegenerative Diseases	1	1	1	1	1	1	1	1	1	1	1	1
-Cardiovascular Diseases	-Neurodegenerative Diseases	0.06333	0.2702	0.8305	0.03041	0.1579	0.6205	0.1	0.2667	0.4234	0.05533	0.1742	0.3826
-Metabolic Diseases	-Neurodegenerative Diseases	0	0	0.1632	0	0	0.145	0	0	0.4138	0	0	0.7151
-Infectious Diseases	-Neurodegenerative Diseases	0.7187	1.395	2.629	0.5995	1.534	2.605	0.3093	0.5097	0.8935	0.3018	0.484	1.053
Not Mapped	-Neurodegenerative Diseases	7.322	10.79	19.47	6.006	11.76	21.47	2.761	4.659	7.002	2.732	4.866	7.674
-Not Mapped	-Neurodegenerative Diseases	7.322	10.79	19.47	6.006	11.76	21.47	2.761	4.659	7.002	2.732	4.866	7.674
TOTAL	-Cardiovascular Diseases	61.96	192.2	599	70.3	261.5	1060	63.67	123.5	159.7	75.9	189.4	294.6
MAPPED	-Cardiovascular Diseases	48.3	149.8	467	54.03	201	814.8	52.67	102.2	132.1	63.18	157.6	245.2
Genetic Information Processing	-Cardiovascular Diseases	19.2	58.51	189	22.19	81.29	338.8	20.24	40.19	54.92	23.64	60.85	98.33
-Transcription	-Cardiovascular Diseases	2.446	6.944	23.95	2.76	9.228	41.95	2.577	5.096	6.821	2.965	7.44	11.61
-Translation	-Cardiovascular Diseases	6.444	19.49	63.22	9.037	33.05	138.2	5.875	11.33	15.75	6.915	17.14	27.78
-Folding, Sorting and Degradation	-Cardiovascular Diseases	6.454	19.28	63.68	6.417	24	99.06	8.708	18	24.12	9.959	26.84	43.22
-DNA Maintenance	-Cardiovascular Diseases	3.852	11.88	37.56	3.977	14.53	59.54	3.045	5.764	8.454	3.493	9.432	15.78
-RNA Family	-Cardiovascular Diseases	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cardiovascular Diseases	2.396	8.188	24.07	2.373	9.45	37.14	1.164	2.499	2.958	1.388	3.694	5.221
-Signal Transduction	-Cardiovascular Diseases	0.9084	2.367	5.391	0.8423	2.675	7.497	0.3393	0.4814	1.049	0.512	0.9783	2.006
-Signaling Molecules and Interaction	-Cardiovascular Diseases	1.487	5.821	18.68	1.531	6.775	29.66	0.7154	1.648	2.16	0.797	2.17	3.384
Cellular Processes	-Cardiovascular Diseases	6.775	19.89	58.88	7.069	24.23	94.4	5.724	12.33	16.1	6.15	17.38	27.52
-Cell structure	-Cardiovascular Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Crystallins	-Cardiovascular Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Cardiovascular Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Cardiovascular Diseases	2.219	5.643	19.53	2.739	8.49	37.43	1.014	2.39	3.166	1.175	3.477	6.674
-Cytoskeleton	-Cardiovascular Diseases	3.222	9.657	25.42	3.087	10.59	36.18	3.158	6.776	8.515	3.11	8.606	12.8
-Cell Motility	-Cardiovascular Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Cardiovascular Diseases	0.8026	1.957	5.488	0.7817	2.376	8.6	0.683	1.371	2.008	0.8046	2.263	3.852
-Cell Communication	-Cardiovascular Diseases	0.5312	1.757	8.324	0.4613	2.092	12.18	0.5897	1.337	2.925	0.6821	2.267	5.294
Metabolism	-Cardiovascular Diseases	11.89	38.48	109.5	13.29	52.73	180.7	16.6	31.38	40.69	22.39	51.22	80.77
-Membrane Transport	-Cardiovascular Diseases	0.2048	0.7405	1.937	0.1897	0.8385	2.794	0.08209	0.2054	0.3433	0.1102	0.3678	0.5501
-Central Carbon Metabolism	-Cardiovascular Diseases	1.02	5.478	14.09	1.058	8.309	22.51	1.952	6.765	11.49	2.553	13.04	22.54
-Energy Metabolism	-Cardiovascular Diseases	0.4791	1.583	4.76	0.5451	1.961	7.994	0.9491	2.179	3.393	1.4	3.853	7.307
-Biosynthesis	-Cardiovascular Diseases	2.955	8.406	22.13	3.171	12.22	41.13	3.192	6.871	9.588	3.923	10.11	18.75
-Other Enzymes	-Cardiovascular Diseases	7.231	21.86	63.82	8.326	27.89	104.4	7.538	14.41	18.18	10.2	24.96	34.52
Organismal Systems	-Cardiovascular Diseases	4.283	11.24	40.25	5.221	15.88	75.87	2.595	6.004	7.881	2.73	8.692	13.9
-Immune System	-Cardiovascular Diseases	2.605	5.709	22.39	3.469	8.848	48.72	1.023	2.662	3.688	1.196	4.307	7.328
-Endocrine System	-Cardiovascular Diseases	0.3309	1.744	2.691	0.5022	2.033	4.324	0.336	0.975	1.405	0.3616	1.035	2.08
-Circulatory System	-Cardiovascular Diseases	0.05414	0.2791	0.5067	0.06802	0.352	0.9107	0.1201	0.2312	0.4242	0.1275	0.3417	0.7486
-Digestive System	-Cardiovascular Diseases	0.2289	0.8151	3.346	0.2739	0.8818	5.831	0.05063	0.1254	0.5208	0.05015	0.1672	1.024
-Excretory System	-Cardiovascular Diseases	0.3015	0.9572	2.641	0.3163	1.227	4.446	0.3013	0.6763	0.8656	0.2724	0.8504	1.36
-Nervous System	-Cardiovascular Diseases	0.089	1.223	3.78	0.08227	1.351	6.002	0.12	0.5629	1.359	0.1115	1.021	2.249
-Sensory System	-Cardiovascular Diseases	0	0.0639	0.1785	0	0.09073	0.256	0	0.01416	0.05548	0	0.01415	0.04972
-Development	-Cardiovascular Diseases	0.2979	0.5647	2.261	0.2568	0.6321	3.162	0.03742	0.1118	0.429	0.04419	0.1832	0.6004
-Environmental Adaptation	-Cardiovascular Diseases	0	0.04462	0.306	0	0.05036	0.5151	0	0.06222	0.2258	0	0.0684	0.2173
Human Diseases	-Cardiovascular Diseases	3.763	10.85	36.57	3.887	15.16	65.17	3.635	8.184	14.81	4.596	12.75	27.11
-Cancers	-Cardiovascular Diseases	0.6889	2.017	8.785	0.6679	2.341	12.03	0.4592	0.6929	1.692	0.6202	1.173	2.634
-Immune System Diseases	-Cardiovascular Diseases	0.02653	0.5835	3.077	0.02342	0.5785	6.046	0.1424	0.307	0.6262	0.1699	0.4296	1.051
-Neurodegenerative Diseases	-Cardiovascular Diseases	0.842	3.004	13.36	0.8521	3.808	31.18	0.6666	3.746	9.556	0.8071	4.422	17
-Cardiovascular Diseases	-Cardiovascular Diseases	1	1	1	1	1	1	1	1	1	1	1	1
-Metabolic Diseases	-Cardiovascular Diseases	0	0	0.4162	0	0	0.4845	0	0	0.9913	0	0	2.213
-Infectious Diseases	-Cardiovascular Diseases	1.175	4.927	13.3	1.307	7.047	28.06	1.041	1.967	3.384	1.305	3.693	6.606
Not Mapped	-Cardiovascular Diseases	13.66	42.36	132	16.27	60.54	245.4	11	21.34	27.6	12.72	31.73	49.37
-Not Mapped	-Cardiovascular Diseases	13.66	42.36	132	16.27	60.54	245.4	11	21.34	27.6	12.72	31.73	49.37
TOTAL	-Metabolic Diseases	452.2	Inf	Inf	513.2	Inf	Inf	71.81	Inf	Inf	45.24	Inf	Inf
MAPPED	-Metabolic Diseases	352.6	Inf	Inf	394.4	Inf	Inf	59.4	Inf	Inf	37.66	Inf	Inf
Genetic Information Processing	-Metabolic Diseases	137.7	Inf	Inf	159.5	Inf	Inf	23.37	Inf	Inf	14.54	Inf	Inf
-Transcription	-Metabolic Diseases	16.34	Inf	Inf	18.11	Inf	Inf	2.963	Inf	Inf	1.777	Inf	Inf
-Translation	-Metabolic Diseases	45.86	Inf	Inf	64.85	Inf	Inf	6.588	Inf	Inf	4.095	Inf	Inf
-Folding, Sorting and Degradation	-Metabolic Diseases	47.51	Inf	Inf	48.04	Inf	Inf	10.47	Inf	Inf	6.412	Inf	Inf
-DNA Maintenance	-Metabolic Diseases	27.96	Inf	Inf	28.51	Inf	Inf	3.352	Inf	Inf	2.253	Inf	Inf
-RNA Family	-Metabolic Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
Environmental Information Processing	-Metabolic Diseases	19.27	Inf	Inf	18.55	Inf	Inf	1.468	Inf	Inf	0.8824	Inf	Inf
-Signal Transduction	-Metabolic Diseases	5.57	Inf	Inf	5.25	Inf	Inf	0.5102	Inf	Inf	0.3641	Inf	Inf
-Signaling Molecules and Interaction	-Metabolic Diseases	13.7	Inf	Inf	13.3	Inf	Inf	0.958	Inf	Inf	0.5183	Inf	Inf
Cellular Processes	-Metabolic Diseases	46.8	Inf	Inf	47.54	Inf	Inf	7.167	Inf	Inf	4.153	Inf	Inf
-Cell structure	-Metabolic Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Crystallins	-Metabolic Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Stress Response	-Metabolic Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Vesicular Transport	-Metabolic Diseases	13.28	Inf	Inf	16.66	Inf	Inf	1.13	Inf	Inf	0.7926	Inf	Inf
-Cytoskeleton	-Metabolic Diseases	22.72	Inf	Inf	20.78	Inf	Inf	3.94	Inf	Inf	2.056	Inf	Inf
-Cell Motility	-Metabolic Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Cell Growth and Death	-Metabolic Diseases	5.676	Inf	Inf	5.461	Inf	Inf	0.8738	Inf	Inf	0.5263	Inf	Inf
-Cell Communication	-Metabolic Diseases	5.128	Inf	Inf	4.643	Inf	Inf	0.9202	Inf	Inf	0.5689	Inf	Inf
Metabolism	-Metabolic Diseases	90.53	Inf	Inf	103.5	Inf	Inf	18.25	Inf	Inf	12.24	Inf	Inf
-Membrane Transport	-Metabolic Diseases	2.177	Inf	Inf	1.92	Inf	Inf	0.1492	Inf	Inf	0.08942	Inf	Inf
-Central Carbon Metabolism	-Metabolic Diseases	12.89	Inf	Inf	17.15	Inf	Inf	3.085	Inf	Inf	2.237	Inf	Inf
-Energy Metabolism	-Metabolic Diseases	3.725	Inf	Inf	3.849	Inf	Inf	1.301	Inf	Inf	0.9204	Inf	Inf
-Biosynthesis	-Metabolic Diseases	19.78	Inf	Inf	23.98	Inf	Inf	3.403	Inf	Inf	2.15	Inf	Inf
-Other Enzymes	-Metabolic Diseases	51.51	Inf	Inf	54.73	Inf	Inf	8.874	Inf	Inf	5.963	Inf	Inf
Organismal Systems	-Metabolic Diseases	30.24	Inf	Inf	34.49	Inf	Inf	3.491	Inf	Inf	2.077	Inf	Inf
-Immune System	-Metabolic Diseases	16.29	Inf	Inf	20.85	Inf	Inf	1.548	Inf	Inf	1.029	Inf	Inf
-Endocrine System	-Metabolic Diseases	4.104	Inf	Inf	3.99	Inf	Inf	0.7265	Inf	Inf	0.3616	Inf	Inf
-Circulatory System	-Metabolic Diseases	0.6845	Inf	Inf	0.6535	Inf	Inf	0.1614	Inf	Inf	0.1001	Inf	Inf
-Digestive System	-Metabolic Diseases	1.836	Inf	Inf	1.571	Inf	Inf	0.08994	Inf	Inf	0.03995	Inf	Inf
-Excretory System	-Metabolic Diseases	1.978	Inf	Inf	1.863	Inf	Inf	0.4004	Inf	Inf	0.2032	Inf	Inf
-Nervous System	-Metabolic Diseases	2.889	Inf	Inf	2.271	Inf	Inf	0.1211	Inf	Inf	0.05799	Inf	Inf
-Sensory System	-Metabolic Diseases	0.4152	Inf	NaN	0.3868	Inf	NaN	0.0159	Inf	NaN	0.01188	Inf	NaN
-Development	-Metabolic Diseases	0.7009	Inf	Inf	0.8634	Inf	Inf	0.065	Inf	Inf	0.04053	Inf	Inf
-Environmental Adaptation	-Metabolic Diseases	0.05024	Inf	Inf	0.05551	Inf	Inf	0.02834	Inf	Inf	0.01529	Inf	Inf
Human Diseases	-Metabolic Diseases	28.05	Inf	Inf	30.83	Inf	Inf	5.656	Inf	Inf	3.768	Inf	Inf
-Cancers	-Metabolic Diseases	5.811	Inf	Inf	4.926	Inf	Inf	0.466	Inf	Inf	0.3222	Inf	Inf
-Immune System Diseases	-Metabolic Diseases	0.3101	Inf	Inf	0.3435	Inf	Inf	0.1674	Inf	Inf	0.09622	Inf	Inf
-Neurodegenerative Diseases	-Metabolic Diseases	5.119	Inf	Inf	5.534	Inf	Inf	1.812	Inf	Inf	1.025	Inf	Inf
-Cardiovascular Diseases	-Metabolic Diseases	2.353	Inf	Inf	1.962	Inf	Inf	0.5815	Inf	Inf	0.2389	Inf	Inf
-Metabolic Diseases	-Metabolic Diseases	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN
-Infectious Diseases	-Metabolic Diseases	13.46	Inf	Inf	17.07	Inf	Inf	1.567	Inf	Inf	1.08	Inf	Inf
Not Mapped	-Metabolic Diseases	99.68	Inf	Inf	118.8	Inf	Inf	12.41	Inf	Inf	7.581	Inf	Inf
-Not Mapped	-Metabolic Diseases	99.68	Inf	Inf	118.8	Inf	Inf	12.41	Inf	Inf	7.581	Inf	Inf
TOTAL	-Infectious Diseases	30.6	40.36	47.71	29.5	37.78	48.53	41.34	46.87	66.56	35.7	46.21	58.86
MAPPED	-Infectious Diseases	23.86	31.46	37.19	22.67	29.04	37.3	34.2	38.77	55.06	29.71	38.47	49
Genetic Information Processing	-Infectious Diseases	9.695	12.41	14.85	9.172	12.07	15.23	13.14	15.56	22	11.12	15.41	19.31
-Transcription	-Infectious Diseases	1.19	1.629	2.052	1.061	1.495	2.012	1.673	1.958	2.759	1.395	1.852	2.37
-Translation	-Infectious Diseases	3.33	4.176	4.998	3.8	4.926	6.302	3.815	4.655	6.171	3.252	4.262	5.547
-Folding, Sorting and Degradation	-Infectious Diseases	3.281	3.933	4.793	2.496	3.405	4.075	5.675	6.736	10.03	4.829	6.682	8.449
-DNA Maintenance	-Infectious Diseases	1.881	2.572	3.144	1.622	2.122	2.843	1.857	2.467	3.354	1.643	2.478	3.167
-RNA Family	-Infectious Diseases	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Infectious Diseases	1.277	1.685	2.26	1.087	1.324	2.077	0.6879	0.9569	1.147	0.6347	0.8386	1.063
-Signal Transduction	-Infectious Diseases	0.2538	0.4138	0.7079	0.2532	0.3551	0.5729	0.1093	0.3152	0.4198	0.1333	0.3194	0.3922
-Signaling Molecules and Interaction	-Infectious Diseases	0.9409	1.161	1.68	0.7791	1.031	1.551	0.4311	0.6176	0.9261	0.4101	0.5014	0.7813
Cellular Processes	-Infectious Diseases	3.118	4.293	4.899	2.493	3.364	4.532	3.512	4.507	7.475	2.893	3.846	5.262
-Cell structure	-Infectious Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Crystallins	-Infectious Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Infectious Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Infectious Diseases	0.9155	1.469	1.681	0.8694	1.438	1.915	0.6581	0.9356	1.539	0.5525	0.8635	1.285
-Cytoskeleton	-Infectious Diseases	1.501	1.912	2.201	1.107	1.406	1.91	1.862	2.434	4.21	1.463	1.904	3.032
-Cell Motility	-Infectious Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Infectious Diseases	0.3603	0.3973	0.5099	0.2848	0.3201	0.4044	0.3445	0.577	1.021	0.2997	0.5194	0.8712
-Cell Communication	-Infectious Diseases	0.2825	0.3809	0.57	0.2318	0.2969	0.4342	0.3703	0.5873	0.8645	0.3582	0.5225	0.9103
Metabolism	-Infectious Diseases	5.323	8.23	10.12	5.671	6.439	10.17	10	11.27	18.17	9.816	12.59	18.63
-Membrane Transport	-Infectious Diseases	0.08486	0.1464	0.1956	0.06869	0.1141	0.156	0.0533	0.08807	0.1629	0.05182	0.08283	0.1109
-Central Carbon Metabolism	-Infectious Diseases	0.4869	0.9452	1.332	0.357	0.8098	1.591	1.176	2.188	5.787	1.314	2.534	6.105
-Energy Metabolism	-Infectious Diseases	0.1528	0.285	0.4077	0.1381	0.2622	0.4171	0.6025	1.003	1.265	0.6584	0.9678	1.418
-Biosynthesis	-Infectious Diseases	1.469	1.755	2.115	1.405	1.599	2.418	2.102	2.682	4.173	1.991	2.838	3.647
-Other Enzymes	-Infectious Diseases	2.819	4.437	6.154	2.912	3.722	6.371	4.662	5.482	9.242	4.493	6.272	9.35
Organismal Systems	-Infectious Diseases	1.801	2.297	3.105	1.943	2.254	2.882	1.73	2.315	2.995	1.287	2.091	2.79
-Immune System	-Infectious Diseases	0.9312	1.29	1.792	1.093	1.264	1.908	0.6642	0.9562	1.57	0.5624	1.045	1.334
-Endocrine System	-Infectious Diseases	0.0872	0.2796	0.4089	0.09407	0.2338	0.3444	0.2025	0.4488	0.6101	0.104	0.3349	0.3813
-Circulatory System	-Infectious Diseases	0.01223	0.04765	0.08128	0.01856	0.04873	0.07058	0.07795	0.1254	0.1705	0.05998	0.1027	0.1555
-Digestive System	-Infectious Diseases	0.1088	0.1567	0.2291	0.08111	0.1289	0.2095	0.03706	0.05646	0.1632	0.02454	0.04652	0.1808
-Excretory System	-Infectious Diseases	0.09835	0.1754	0.3321	0.09925	0.1342	0.242	0.1816	0.2562	0.4035	0.1402	0.1882	0.334
-Nervous System	-Infectious Diseases	0.07575	0.2277	0.3224	0.06295	0.1689	0.2432	0.07726	0.2517	0.4015	0.04304	0.2448	0.3757
-Sensory System	-Infectious Diseases	0	0.01671	0.03555	0	0.0207	0.02941	0	0.008336	0.01993	0	0.006655	0.011
-Development	-Infectious Diseases	0.05207	0.138	0.297	0.05059	0.1184	0.2174	0.03596	0.06579	0.1781	0.03386	0.05113	0.1182
-Environmental Adaptation	-Infectious Diseases	0	0.009489	0.0729	0	0.008006	0.08797	0	0.02132	0.1403	0	0.01749	0.1022
Human Diseases	-Infectious Diseases	2.084	2.504	3.203	1.807	2.34	3.134	3.493	3.871	5.023	3.037	3.591	4.264
-Cancers	-Infectious Diseases	0.3667	0.4557	0.6016	0.279	0.3291	0.5214	0.1564	0.2971	0.5325	0.1387	0.3192	0.5607
-Immune System Diseases	-Infectious Diseases	0.02258	0.1112	0.2148	0.01792	0.08209	0.2102	0.09249	0.1655	0.2125	0.06799	0.1314	0.1927
-Neurodegenerative Diseases	-Infectious Diseases	0.3724	0.6787	1.004	0.3243	0.6019	1.286	0.6407	1.643	2.824	0.6183	1.367	2.276
-Cardiovascular Diseases	-Infectious Diseases	0.06848	0.1748	0.3093	0.03476	0.115	0.2382	0.2729	0.4288	0.6493	0.1324	0.2381	0.5146
-Metabolic Diseases	-Infectious Diseases	0	0	0.06077	0	0	0.05567	0	0	0.6178	0	0	0.7421
-Infectious Diseases	-Infectious Diseases	1	1	1	1	1	1	1	1	1	1	1	1
Not Mapped	-Infectious Diseases	6.745	8.896	10.51	6.829	8.746	11.23	7.144	8.099	11.5	5.982	7.744	9.864
-Not Mapped	-Infectious Diseases	6.745	8.896	10.51	6.829	8.746	11.23	7.144	8.099	11.5	5.982	7.744	9.864
TOTAL	Not Mapped	4.537	4.537	4.537	4.32	4.32	4.32	5.787	5.787	5.787	5.967	5.967	5.967
MAPPED	Not Mapped	3.537	3.537	3.537	3.32	3.32	3.32	4.787	4.787	4.787	4.967	4.967	4.967
Genetic Information Processing	Not Mapped	1.381	1.4	1.431	1.343	1.363	1.38	1.839	1.913	1.96	1.859	1.933	1.992
-Transcription	Not Mapped	0.1639	0.1791	0.1838	0.1524	0.1709	0.1791	0.2342	0.2399	0.2489	0.231	0.2351	0.241
-Translation	Not Mapped	0.4601	0.4789	0.4938	0.5459	0.5632	0.5752	0.5309	0.548	0.5747	0.5402	0.5624	0.5705
-Folding, Sorting and Degradation	Not Mapped	0.4398	0.4576	0.4828	0.3627	0.375	0.4036	0.7818	0.8434	0.872	0.7735	0.8459	0.8755
-DNA Maintenance	Not Mapped	0.2621	0.2789	0.299	0.2285	0.24	0.2531	0.2588	0.2768	0.3133	0.2542	0.2972	0.3324
-RNA Family	Not Mapped	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Not Mapped	0.1482	0.1933	0.2196	0.1334	0.1564	0.1943	0.08869	0.1045	0.1186	0.08196	0.1058	0.1284
-Signal Transduction	Not Mapped	0.02659	0.05479	0.06652	0.02631	0.04419	0.052	0.01398	0.03697	0.04237	0.01722	0.04008	0.04998
-Signaling Molecules and Interaction	Not Mapped	0.1089	0.1374	0.1862	0.09406	0.1119	0.1635	0.06006	0.07432	0.08656	0.0562	0.06802	0.0807
Cellular Processes	Not Mapped	0.4257	0.4695	0.4961	0.3651	0.4011	0.4343	0.4893	0.5565	0.619	0.4684	0.528	0.5996
-Cell structure	Not Mapped	0	0	0	0	0	0	0	0	0	0	0	0
-Crystallins	Not Mapped	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	Not Mapped	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Not Mapped	0.125	0.1479	0.1696	0.1273	0.1608	0.182	0.09107	0.1132	0.1331	0.09236	0.1183	0.1401
-Cytoskeleton	Not Mapped	0.1926	0.2158	0.234	0.1474	0.1726	0.1842	0.2401	0.3005	0.3509	0.2042	0.2634	0.3131
-Cell Motility	Not Mapped	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Not Mapped	0.03704	0.04925	0.05694	0.03195	0.03998	0.04597	0.04254	0.06644	0.08076	0.0469	0.06943	0.08683
-Cell Communication	Not Mapped	0.0389	0.04246	0.05972	0.02834	0.03223	0.0477	0.04844	0.05793	0.1067	0.04591	0.05966	0.1097
Metabolism	Not Mapped	0.7893	0.8706	0.9362	0.7173	0.8166	0.8883	1.259	1.467	1.56	1.439	1.614	1.77
-Membrane Transport	Not Mapped	0.01189	0.01475	0.02367	0.009209	0.01165	0.01933	0.007461	0.009269	0.01569	0.008316	0.009047	0.0118
-Central Carbon Metabolism	Not Mapped	0.05906	0.1067	0.1396	0.04517	0.09171	0.1653	0.1639	0.2645	0.4247	0.1801	0.3268	0.5014
-Energy Metabolism	Not Mapped	0.01854	0.03379	0.03779	0.01748	0.03133	0.03349	0.08395	0.09952	0.1238	0.1101	0.118	0.1514
-Biosynthesis	Not Mapped	0.1587	0.2011	0.2363	0.1485	0.2019	0.2326	0.2743	0.3026	0.3737	0.2836	0.3479	0.4049
-Other Enzymes	Not Mapped	0.4179	0.5043	0.5804	0.3683	0.448	0.5116	0.5222	0.685	0.8006	0.5895	0.7866	0.8815
Organismal Systems	Not Mapped	0.2409	0.2888	0.3136	0.2381	0.284	0.3091	0.233	0.2604	0.2831	0.212	0.2739	0.2881
-Immune System	Not Mapped	0.122	0.1622	0.1761	0.1363	0.1648	0.1985	0.09297	0.1169	0.1365	0.09402	0.1287	0.1544
-Endocrine System	Not Mapped	0.01058	0.0328	0.04252	0.0119	0.02558	0.03562	0.02822	0.04627	0.05854	0.01627	0.03455	0.0477
-Circulatory System	Not Mapped	0.00167	0.005356	0.008919	0.001929	0.004878	0.00807	0.008955	0.01465	0.01862	0.008404	0.01272	0.01762
-Digestive System	Not Mapped	0.01061	0.01761	0.02515	0.007787	0.01768	0.02144	0.004545	0.006858	0.01887	0.003839	0.00578	0.02074
-Excretory System	Not Mapped	0.01458	0.01984	0.0326	0.01255	0.01606	0.02402	0.0239	0.02913	0.03586	0.01921	0.02693	0.03386
