Numerator	Denominator	eco Li complete	eco Li minimal	eco Li without methionine	eco Li complete	eco Li minimal	eco Li without methionine	eco Li complete	eco Li minimal	eco Li without methionine
Metabolism	-Infectious Diseases	34.23	96.85	239.3	47.17	94.33	128.1	27.23	140.1	688.2
-Membrane Transport	-Infectious Diseases	6.2	17.6	43.87	9.806	19.22	26.46	5.562	28.1	140.1
-Central Carbon Metabolism	-Infectious Diseases	4.574	13.83	34.57	6.605	13.76	17.46	3.051	16.55	76.53
-Energy Metabolism	-Infectious Diseases	2.142	5.993	15.05	2.948	4.269	7.954	1.407	6.928	28.42
-Biosynthesis	-Infectious Diseases	9.304	26.12	63.31	15.37	24.79	38.97	9.529	36.34	173.9
-Other Enzymes	-Infectious Diseases	11.18	33.31	84.03	12.44	31.46	45.58	6.879	40.23	230.7
Organismal Systems	-Infectious Diseases	0	0.01317	0.027	0	0.01227	0.04922	0	0.007191	0.04237
-Immune System	-Infectious Diseases	0	0	0	0	0	0	0	0	0
-Endocrine System	-Infectious Diseases	0	0	0.02127	0	0	0.01007	0	0	0.02817
-Circulatory System	-Infectious Diseases	0	0	0	0	0	0	0	0	0
-Digestive System	-Infectious Diseases	0	0	0.0008791	0	0	0.02195	0	0	4.458e-06
-Excretory System	-Infectious Diseases	0	0	0.01429	0	0	0.02048	0	0	0.008694
-Nervous System	-Infectious Diseases	0	0	0	0	0	0	0	0	0
-Sensory System	-Infectious Diseases	0	0	0	0	0	0	0	0	0
-Development	-Infectious Diseases	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Infectious Diseases	0	0	0.005775	0	0	0.006757	0	0	0.003369
Human Diseases	-Infectious Diseases	1	1.65	7.119	1.01	1.457	4.748	1	1.626	15.35
-Cancers	-Infectious Diseases	0	0.004522	0.03186	0	0.01283	0.03349	0	0.002892	0.03788
-Immune System Diseases	-Infectious Diseases	0	0	0.02864	0	0	0.01638	0	0	0.04773
-Neurodegenerative Diseases	-Infectious Diseases	0	0.0002608	1.622	0	0.01523	3.136	0	0.0001057	1.556
-Cardiovascular Diseases	-Infectious Diseases	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Infectious Diseases	0	0	2.063	0	0	0.6926	0	0	5.043
-Infectious Diseases	-Infectious Diseases	1	1	1	1	1	1	1	1	1
Not Mapped	-Infectious Diseases	12.1	34.27	85.03	15.77	31.86	43.53	7.708	40.01	198.6
-Not Mapped	-Infectious Diseases	12.1	34.27	85.03	15.77	31.86	43.53	7.708	40.01	198.6
TOTAL	Not Mapped	12.1	12.1	12.1	8.069	8.069	8.069	11.59	11.59	11.59
MAPPED	Not Mapped	11.1	11.1	11.1	7.069	7.069	7.069	10.59	10.59	10.59
Genetic Information Processing	Not Mapped	7.091	7.175	7.206	2.93	2.96	2.992	5.965	6.074	6.139
-Transcription	Not Mapped	0.2017	0.2044	0.2526	0.1761	0.191	0.201	0.2087	0.2183	0.2365
-Translation	Not Mapped	6.045	6.062	6.078	2.211	2.219	2.227	4.989	5.001	5.022
-Folding, Sorting and Degradation	Not Mapped	0.5733	0.6335	0.7093	0.35	0.3903	0.435	0.5665	0.6447	0.7509
-DNA Maintenance	Not Mapped	0.1898	0.2256	0.2689	0.1518	0.1668	0.1763	0.151	0.18	0.2005
-RNA Family	Not Mapped	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Not Mapped	0.1235	0.1313	0.1407	0.07203	0.07789	0.08433	0.1134	0.1193	0.1246
-Signal Transduction	Not Mapped	0.03907	0.0469	0.0563	0.03856	0.04443	0.05087	0.04361	0.04954	0.05484
-Signaling Molecules and Interaction	Not Mapped	0.08442	0.08442	0.08444	0.03346	0.03346	0.03399	0.06979	0.06979	0.06979
Cellular Processes	Not Mapped	0.8898	0.8917	0.9036	0.983	0.9849	0.9937	0.8102	0.8126	0.8161
-Cell structure	Not Mapped	0.8451	0.8451	0.8451	0.9262	0.9262	0.9262	0.7685	0.7685	0.7685
-Crystallins	Not Mapped	0	0	0	0	0	0	0	0	0
-Stress Response	Not Mapped	0.0004805	0.0004805	0.0004805	0.02761	0.02761	0.02761	0.0007121	0.0007121	0.0007121
-Vesicular Transport	Not Mapped	0	0	0	0	0	0	0	0	0
-Cytoskeleton	Not Mapped	0.01963	0.01963	0.01963	0.0161	0.0161	0.0161	0.02018	0.02018	0.02018
-Cell Motility	Not Mapped	0.001187	0.002214	0.01099	0.001427	0.002418	0.0085	0.0003487	0.001341	0.001823
-Cell Growth and Death	Not Mapped	0.02301	0.02434	0.02788	0.01133	0.01264	0.01596	0.02016	0.02188	0.02586
-Cell Communication	Not Mapped	0	0	0	0	0	0	0	0	0
Metabolism	Not Mapped	2.74	2.829	2.886	2.874	2.978	3.003	3.398	3.502	3.533
-Membrane Transport	Not Mapped	0.5009	0.5159	0.5483	0.5822	0.6064	0.6217	0.7023	0.7094	0.728
-Central Carbon Metabolism	Not Mapped	0.3372	0.3781	0.4122	0.3544	0.3958	0.4763	0.3218	0.3832	0.4359
-Energy Metabolism	Not Mapped	0.1592	0.1882	0.2619	0.09906	0.1576	0.1869	0.1431	0.1768	0.2368
-Biosynthesis	Not Mapped	0.6825	0.7623	0.8286	0.7783	0.8515	0.949	0.8381	1.204	1.237
-Other Enzymes	Not Mapped	0.8286	0.9291	0.9927	0.7889	0.9075	0.9876	0.87	1.006	1.353
Organismal Systems	Not Mapped	0	0.0002537	0.0005788	0	0.0005652	0.001358	0	0.0001917	0.0004091
-Immune System	Not Mapped	0	0	0	0	0	0	0	0	0
-Endocrine System	Not Mapped	0	0	0.0002537	0	0	0.0001874	0	0	0.0001917
-Circulatory System	Not Mapped	0	0	0	0	0	0	0	0	0
-Digestive System	Not Mapped	0	0	1.884e-05	0	0	0.0006059	0	0	1.114e-07
-Excretory System	Not Mapped	0	0	0.0003062	0	0	0.0005652	0	0	0.0002173
-Nervous System	Not Mapped	0	0	0	0	0	0	0	0	0
-Sensory System	Not Mapped	0	0	0	0	0	0	0	0	0
-Development	Not Mapped	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	Not Mapped	0	0	0.0002537	0	0	0.0001874	0	0	0.0001917
Human Diseases	Not Mapped	0.02228	0.05261	0.1506	0.03202	0.04358	0.131	0.02342	0.07792	0.2103
-Cancers	Not Mapped	0	0.0003352	0.0003352	0	0.0006233	0.0006233	0	0.0003633	0.0003633
-Immune System Diseases	Not Mapped	0	0	0.0004872	0	0	0.000385	0	0	0.0006107
-Neurodegenerative Diseases	Not Mapped	0	1.884e-05	0.07126	0	0.0007018	0.08653	0	1.337e-05	0.08851
-Cardiovascular Diseases	Not Mapped	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	Not Mapped	0	0	0.03511	0	0	0.01628	0	0	0.06452
-Infectious Diseases	Not Mapped	0.002591	0.02143	0.07412	0.01861	0.02774	0.04857	0.004523	0.02306	0.1265
Not Mapped	Not Mapped	1	1	1	1	1	1	1	1	1
-Not Mapped	Not Mapped	1	1	1	1	1	1	1	1	1
TOTAL	-Not Mapped	12.1	12.1	12.1	8.069	8.069	8.069	11.59	11.59	11.59
MAPPED	-Not Mapped	11.1	11.1	11.1	7.069	7.069	7.069	10.59	10.59	10.59
Genetic Information Processing	-Not Mapped	7.091	7.175	7.206	2.93	2.96	2.992	5.965	6.074	6.139
-Transcription	-Not Mapped	0.2017	0.2044	0.2526	0.1761	0.191	0.201	0.2087	0.2183	0.2365
-Translation	-Not Mapped	6.045	6.062	6.078	2.211	2.219	2.227	4.989	5.001	5.022
-Folding, Sorting and Degradation	-Not Mapped	0.5733	0.6335	0.7093	0.35	0.3903	0.435	0.5665	0.6447	0.7509
-DNA Maintenance	-Not Mapped	0.1898	0.2256	0.2689	0.1518	0.1668	0.1763	0.151	0.18	0.2005
-RNA Family	-Not Mapped	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Not Mapped	0.1235	0.1313	0.1407	0.07203	0.07789	0.08433	0.1134	0.1193	0.1246
-Signal Transduction	-Not Mapped	0.03907	0.0469	0.0563	0.03856	0.04443	0.05087	0.04361	0.04954	0.05484
-Signaling Molecules and Interaction	-Not Mapped	0.08442	0.08442	0.08444	0.03346	0.03346	0.03399	0.06979	0.06979	0.06979
Cellular Processes	-Not Mapped	0.8898	0.8917	0.9036	0.983	0.9849	0.9937	0.8102	0.8126	0.8161
-Cell structure	-Not Mapped	0.8451	0.8451	0.8451	0.9262	0.9262	0.9262	0.7685	0.7685	0.7685
-Crystallins	-Not Mapped	0	0	0	0	0	0	0	0	0
-Stress Response	-Not Mapped	0.0004805	0.0004805	0.0004805	0.02761	0.02761	0.02761	0.0007121	0.0007121	0.0007121
-Vesicular Transport	-Not Mapped	0	0	0	0	0	0	0	0	0
-Cytoskeleton	-Not Mapped	0.01963	0.01963	0.01963	0.0161	0.0161	0.0161	0.02018	0.02018	0.02018
-Cell Motility	-Not Mapped	0.001187	0.002214	0.01099	0.001427	0.002418	0.0085	0.0003487	0.001341	0.001823
-Cell Growth and Death	-Not Mapped	0.02301	0.02434	0.02788	0.01133	0.01264	0.01596	0.02016	0.02188	0.02586
-Cell Communication	-Not Mapped	0	0	0	0	0	0	0	0	0
Metabolism	-Not Mapped	2.74	2.829	2.886	2.874	2.978	3.003	3.398	3.502	3.533
-Membrane Transport	-Not Mapped	0.5009	0.5159	0.5483	0.5822	0.6064	0.6217	0.7023	0.7094	0.728
-Central Carbon Metabolism	-Not Mapped	0.3372	0.3781	0.4122	0.3544	0.3958	0.4763	0.3218	0.3832	0.4359
-Energy Metabolism	-Not Mapped	0.1592	0.1882	0.2619	0.09906	0.1576	0.1869	0.1431	0.1768	0.2368
-Biosynthesis	-Not Mapped	0.6825	0.7623	0.8286	0.7783	0.8515	0.949	0.8381	1.204	1.237
-Other Enzymes	-Not Mapped	0.8286	0.9291	0.9927	0.7889	0.9075	0.9876	0.87	1.006	1.353
Organismal Systems	-Not Mapped	0	0.0002537	0.0005788	0	0.0005652	0.001358	0	0.0001917	0.0004091
-Immune System	-Not Mapped	0	0	0	0	0	0	0	0	0
-Endocrine System	-Not Mapped	0	0	0.0002537	0	0	0.0001874	0	0	0.0001917
-Circulatory System	-Not Mapped	0	0	0	0	0	0	0	0	0
-Digestive System	-Not Mapped	0	0	1.884e-05	0	0	0.0006059	0	0	1.114e-07
-Excretory System	-Not Mapped	0	0	0.0003062	0	0	0.0005652	0	0	0.0002173
-Nervous System	-Not Mapped	0	0	0	0	0	0	0	0	0
-Sensory System	-Not Mapped	0	0	0	0	0	0	0	0	0
-Development	-Not Mapped	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Not Mapped	0	0	0.0002537	0	0	0.0001874	0	0	0.0001917
Human Diseases	-Not Mapped	0.02228	0.05261	0.1506	0.03202	0.04358	0.131	0.02342	0.07792	0.2103
-Cancers	-Not Mapped	0	0.0003352	0.0003352	0	0.0006233	0.0006233	0	0.0003633	0.0003633
-Immune System Diseases	-Not Mapped	0	0	0.0004872	0	0	0.000385	0	0	0.0006107
-Neurodegenerative Diseases	-Not Mapped	0	1.884e-05	0.07126	0	0.0007018	0.08653	0	1.337e-05	0.08851
-Cardiovascular Diseases	-Not Mapped	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Not Mapped	0	0	0.03511	0	0	0.01628	0	0	0.06452
-Infectious Diseases	-Not Mapped	0.002591	0.02143	0.07412	0.01861	0.02774	0.04857	0.004523	0.02306	0.1265
Not Mapped	-Not Mapped	1	1	1	1	1	1	1	1	1
-Not Mapped	-Not Mapped	1	1	1	1	1	1	1	1	1
