Numerator	Denominator	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48
-Stress Response	-Substance Dependence	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-       Stress response	-Substance Dependence	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Vesicular transport	-Substance Dependence	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-Substance Dependence	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Substance Dependence	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Substance Dependence	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cellular Community	-Substance Dependence	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-Substance Dependence	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Substance Dependence	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Substance Dependence	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Substance Dependence	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Substance Dependence	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Substance Dependence	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Substance Dependence	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Immune System	-Substance Dependence	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Substance Dependence	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-Substance Dependence	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Substance Dependence	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Excretory System	-Substance Dependence	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Substance Dependence	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Substance Dependence	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Substance Dependence	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Substance Dependence	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Human Diseases	-Substance Dependence	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Substance Dependence	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune Diseases	-Substance Dependence	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-Substance Dependence	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Substance Dependence	-Substance Dependence	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-Substance Dependence	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine and Metabolic Diseases	-Substance Dependence	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-Substance Dependence	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Drug resistance	-Substance Dependence	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Substance Dependence	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Substance Dependence	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Structure	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-       Stress response	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Vesicular transport	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cellular Community	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Immune System	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Excretory System	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Human Diseases	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Cardiovascular Diseases	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune Diseases	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Substance Dependence	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine and Metabolic Diseases	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Drug resistance	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Structure	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-       Stress response	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Vesicular transport	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cellular Community	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Immune System	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Excretory System	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Human Diseases	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Endocrine and Metabolic Diseases	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune Diseases	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Substance Dependence	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine and Metabolic Diseases	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Drug resistance	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Infectious Diseases	569.8	5049	34000	553.5	5514	22290	700.3	4640	20720	806.2	5596	21520	876.8	5404	19400
MAPPED	-Infectious Diseases	519.9	4607	31020	513.8	5119	20690	654.9	4340	19380	758.9	5267	20260	826.9	5096	18290
Genetic Information Processing	-Infectious Diseases	209.4	1911	12620	217.2	2227	8829	297.5	2000	8871	362.7	2539	9752	425.8	2646	9474
-Transcription	-Infectious Diseases	26.48	224.6	1576	26.74	255.3	1076	33.19	218.7	980.6	35.77	247.1	955	38.85	238.2	856.1
-Translation	-Infectious Diseases	132.4	1193	7958	141	1430	5720	204.1	1378	6071	260	1836	6978	315	1970	6996
-Folding, Sorting and Degradation	-Infectious Diseases	36.69	358.9	2217	36.43	399.9	1472	45.23	328.9	1345	51.49	378.7	1380	56.25	356	1259
-DNA Maintenance	-Infectious Diseases	13.84	134.8	895.5	13.05	143.3	572.8	15.04	107.5	480.7	15.37	111.9	442.9	15.67	98.39	379
-RNA Family	-Infectious Diseases	0.0009593	0.007692	0.0604	0.0007789	0.007033	0.03315	0.0007395	0.004389	0.02314	0.0007346	0.004616	0.02074	0.0007102	0.003854	0.01662
Environmental Information Processing	-Infectious Diseases	6.863	53.49	352.7	5.889	48.04	203.6	6.176	33.67	157.1	6.277	35.13	148	6.083	30.32	120.1
-Signal Transduction	-Infectious Diseases	6.819	53.12	350.1	5.888	48.04	203.6	6.176	33.67	157.1	6.277	35.13	148	6.083	30.32	120.1
-Signaling Molecules and Interaction	-Infectious Diseases	0.04441	0.3935	2.65	0.0001374	0.001369	0.005535	0.0001305	0.0008648	0.003861	0.0001296	0.0008998	0.00346	0.0001253	0.0007724	0.002773
Cellular Processes	-Infectious Diseases	7.792	72.78	444.2	5.694	54.84	221.7	7.175	47.53	201.8	7.889	54.74	202.8	8.483	52.26	176.6
-Cell Structure	-Infectious Diseases	0.7003	6.205	41.78	1.5	14.94	60.39	1.969	13.05	58.25	2.174	15.09	58.03	1.895	11.68	41.93
-Crystallins	-Infectious Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Infectious Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-       Stress response	-Infectious Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular transport	-Infectious Diseases	0.08428	0.3583	4.194	0.06399	0.2779	3.678	0.05774	0.3153	3.98	0.05836	0.2826	3.534	0.04937	0.2264	4.849
-Cytoskeleton	-Infectious Diseases	2.18	19.32	130.1	2.055	20.47	82.77	2.359	15.63	69.79	2.57	17.84	68.61	2.755	16.98	60.96
-Cell Motility	-Infectious Diseases	2.856	31.41	171.3	0.002245	0.02328	0.0941	0.002132	0.01453	0.06564	0.002117	0.01471	0.05882	0.002047	0.01262	0.04713
-Cell Growth and Death	-Infectious Diseases	1.697	15.71	105.8	1.859	19.33	78.12	2.372	16.24	73.38	2.746	19.05	75.87	3.199	19.71	73.41
-Cellular Community	-Infectious Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	-Infectious Diseases	294.4	2573	17640	283.6	2787	11480	342.6	2285	10180	380.6	2656	10190	385.1	2386	8555
-Membrane Transport	-Infectious Diseases	57.53	473.9	3419	49.68	513.8	1971	56.94	394.1	1702	57.44	413.1	1541	51.23	326	1148
-Central Carbon Metabolism	-Infectious Diseases	91.49	871.6	5420	82.36	913.2	3571	95.03	726.3	2963	97.24	781.6	2739	92.87	640.6	2177
-Energy Metabolism	-Infectious Diseases	12.69	124.6	1104	15.09	158.8	891	18.95	131.4	816.6	19.99	149.4	791.4	19.03	128.8	582.6
-Biosynthesis	-Infectious Diseases	82.22	651.8	4504	91.81	831.7	3372	119.6	740.1	3243	150.7	981.7	3696	161.6	952.5	3358
-Other Enzymes	-Infectious Diseases	50.51	541.8	3458	44.7	430.4	1892	52.04	342.9	1596	55.22	381.6	1534	60.38	372.7	1355
Organismal Systems	-Infectious Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Immune System	-Infectious Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	-Infectious Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Circulatory System	-Infectious Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	-Infectious Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	-Infectious Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	-Infectious Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Sensory System	-Infectious Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-Infectious Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Infectious Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Infectious Diseases	1.375	2	127.8	1.36	1.744	90.85	1.309	1.737	94.78	1.325	1.759	90.15	1.31	1.791	82.86
-Cancers	-Infectious Diseases	0	0.04909	0.5746	0	0.0339	0.4488	0	0.03654	0.3072	0	0.0363	0.3232	0	0.04011	0.3083
-Immune Diseases	-Infectious Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Neurodegenerative Diseases	-Infectious Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Substance Dependence	-Infectious Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	-Infectious Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Infectious Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-Infectious Diseases	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Drug resistance	-Infectious Diseases	0.003303	0.5	22.37	0.003032	0.5202	26.77	0.001829	0.5	24.44	0.001924	0.5303	27.44	0.001606	0.5	26.55
Not Mapped	-Infectious Diseases	49.89	442.1	2977	39.72	395.7	1599	45.36	300.5	1342	47.37	328.8	1264	49.87	307.4	1103
