K07541	PigX:Q8TBF5
K04554	Ube2j2:A8MYC7
K09230	Znf449:Q7Z3P1
K06575	GypA:P02724
hsa_P08758	AnxA5:P08758
K12946	SpcS1:Q9Y6A9
K05642	AbcA2:Q9BZC7
K14283	TacC3:Q9Y6A5
K13207	CelF4:Q9BZC1
K00728	PomT1:Q9Y6A1
K11161	Rdh13:Q8NBN7
K07252	DolPp1:B0QZG4
K10669	TrpT1:F5H2B2
K03016	PolR2h:P52434
K03008	PolR2j:P52435
hsa_Q562X0	Q562X0:Q562X0
K10882	Eme1:Q96AY2
K09575	FkbP10:Q96AY3
K05228	PomC:P01189
hsa_Q562X1	Q562X1:Q562X1
K00898	Pdk3:Q15120
K05242	Avp:P01185
K05455	Nrg1:Q6PK61
K01824	Ebp:Q15125
K04823	Htr3e:A5X5Y0
K07878	Rab2b:Q6NZ33
K10433	Map7:B7Z290
K13175	ThoC6:Q86W42
K10949	KdeLr1:P24390
K04941	KcnMb4:Q86W47
K06457	Cd7:Q29VG3
K11650	SmaRcd3:Q6STE5
K09504	DnaJa3:Q53G26
K08291	Grk6:P43250
K01435	Btd:P43251
K10316	FbxO41:Q8TF61
K04850	CacNa1c:E9PDJ0
K04850	CacNa1c:E9PDJ1
K08155	Slc18a1:E9PDJ5
K11655	Baz1a:Q9NRL2
K09228	Znf222:Q8N6G7
K04573	NefM:Q9UK51
hsa_Q562X9	Q562X9:Q562X9
K07605	Krt74:Q7RTS7
K08576	CapN7:Q9Y6W3
K08040	BhlHa15:Q7RTS1
K09073	Ptf1a:Q7RTS3
K00844	Hk1:B3KXY9
K04297	Ltb4r2:Q9NPC1
K05694	PtpRb:F5H3G6
K10645	Mib2:B3KXY1
K09228	Znf334:Q9HCZ1
K04949	CngA2:B3KXY3
K02135	Atp5e:P56381
K06541	KlrC2:P26717
K06499	CeaCam4:O75871
K13207	CelF1:Q92879
K10866	Rad50:Q92878
K09374	Lhx4:Q969G2
K06531	PvrL2:Q92692
K01895	AcsS2:Q4G0E8
K05398	Tlr1:Q32MK4
K14050	RabGgta:Q92696
K01840	Pmm1:Q92871
K09066	FigLa:Q6QHK4
K06768	DscAml1:Q8TD84
K02183	CalMl6:Q8TD86
K03989	C4b:A7E2V2
K02539	MCL1:Q5HYI7
K00511	SqlE:Q5HYI4
K04257	Or6C75:A6NL08
K07933	RabL3:Q5HYI8
K06840	SemA3e:B4E1P1
K05692	ActG1:P63261
K03880	Nd3:Q7GXZ5
K06808	Cdh13:B7Z3H7
K07604	Krt33b:Q14525
K04838	Scn5a:Q14524
K03884	Nd6:Q7GXZ1
K03883	Nd5:Q7GXZ2
K08765	Cpt1a:Q8WZ48
K02261	Cox2:Q7GXZ8
K01344	ProC:P04070
K06568	Muc1:A6ZID6
K06568	Muc1:A6ZID7
K05167	Il17rd:Q8NFM7
K08044	AdcY4:Q8NFM4
K08041	AdcY1:Q8NFM5
K06568	Muc1:A6ZID9
K09375	Lhx8:Q68G74
K12395	Ap1S3:Q96PC3
K07756	Ip6K3:Q96PC2
K07756	Ip6K3:A8K1M0
K04680	Id2:Q53T66
K00416	UqcRh:P07919
K03107	Srp68:Q9UHB9
K12043	TnnI2:A6NIV8
K07940	Arf5:A4D0Z3
K01880	GarS:P41250
K12884	HnrNpc:P07910
K01870	IarS:P41252
K03635	MocS2:O96033
K10877	Rad54b:F6WBS8
K04192	Cx3Cr1:P49238
K08489	Stx16:B4DJX9
K04402	GadD45b:O75293
K12474	LdlRap1:B3KR97
K00511	SqlE:Q9UNR6
K06089	F11R:Q6FIB4
K09536	DnaJc16:Q9Y2G8
K00227	Sc5Dl:O75845
K08593	SenP3:Q9H4L4
K00016	LdhAl6a:Q6ZMR3
K09543	HspB2:A8KAH6
K09646	ScpEp1:Q9HB40
K09228	Znf432:O94892
K04150	Hrh2:P25021
K11517	Hao2:Q9NYQ3
K04600	CelSr1:Q9NYQ6
K12833	Sf3B14:Q53TM1
K10902	RecQl5:B3KQK2
K07766	NudT11:Q96G61
K02367	Ext2:C9JU51
K03144	Gtf2h4:Q76KU4
K08486	Stx3:Q13277
K08545	Nr2E1:B6ZGT9
K06840	SemA3f:Q13275
K06626	CcnE2:O96020
K11471	AsxL1:Q498B9
K11796	TrpC4ap:Q8TEL6
K11450	Kdm1a:O60341
K01090	PhlPp1:O60346
K01415	Ece2:O60344
K08550	Esr1:Q9UBT1
K02165	Dkk4:Q9UBT3
K10685	Uba2:Q9UBT2
K09256	NfkBil1:Q5ST96
K10895	FanCi:B3KNW8
K03511	PolK:Q9UBT6
K08058	TapBp:B2ZUA4
K07880	Rab4b:P61018
K07877	Rab2a:P61019
K10430	Map2:P11137
K02685	PriM2:P49643
K03106	Srp54:P61011
K01231	Man2a2:P49641
K07419	Cyp2r1:Q6VVX0
K04296	Ltb4r:Q15722
K09428	Elf2:Q15723
K08740	Msh4:O15457
K00764	PpaT:Q06203
K05401	Tlr3:O15455
K09571	FkbP5:Q5TGM6
K06732	CdcP1:Q9H5V8
K09220	IkzF5:Q9H5V7
K04978	TrpM3:A2A3F4
K01251	AhcYl2:D9N155
K01522	FhiT:P49789
K00799	GstM5:Q5T8R2
K01530	Atp11c:Q8NB49
K04573	NefM:P07197
K06752	Hla-dqb1:Q5Y7A9
K01915	GluL:P15104
K06826	Nid1:P14543
K06574	DarC:Q5Y7A2
K06574	DarC:Q5Y7A1
K09228	Znf527:Q8NB42
K07817	PtpRn:Q96IA0
K12008	TriM26:Q12899
K09571	FkbP5:Q13451
K14165	DusP26:Q9BV47
K11251	HisT1h2ab:Q08AJ9
K05237	Sst:P61278
K04257	Or2F1:Q13607
K04257	Or5I1:Q13606
K09323	Alx3:O95076
K07945	Arl4a:P40617
K10593	Ubr5:O95071
K13054	Rec8:O95072
K10877	Rad54b:O95073
K11320	Ep400:Q96L91
K09042	BacH1:Q6ICU0
K10392	Kif16b:Q96L93
K08868	AlpK3:Q96L96
K11418	HdaC11:B4DDK1
K14411	DAZAP1:P51513
K01490	AmpD3:B7Z763
K04402	GadD45a:Q5TCA7
K04402	GadD45a:Q5TCA8
K04457	Ppm1a:B2R8E4
K13139	IntS2:Q9H0H0
K10462	KlhL25:Q9H0H3
K01197	HyaL2:Q12891
K08544	Nr2C2:Q6PHZ7
K12875	AciN1:B2RTT4
K07961	Arl13a:B2RTT6
K09026	NpaS2:A2I2P5
K00731	C1gAlt1:Q9NS00
K01127	GplD1:P80108
K01313	F2:P00734
K01078	Acp1:B5MCC7
K13128	ZccHc8:Q6NZY4
K01132	GalNs:Q96I49
K01542	Atp4a:Q658V6
K01330	C1r:P00736
K04257	Or9A2:A4D2H9
K09534	DnaJc14:Q6Y2X3
K01951	GmpS:A8K639
K08789	MasT4:O15021
K06115	SptBn2:O15020
K00923	Pik3c2a:O00443
K02166	SfrP1:Q8N474
K13150	CoiL:P38432
K07604	Krt31:Q15323
K14548	CIRH1A, CIRHIN, NAIC, TEX292, UTP4:Q70HW3-1
K12568	MybPc3:Q14896
K10165	Nod2:Q9HC29
K04257	Or6F1:Q8NGZ6
K10370	TmoD4:Q9NZQ9
K04980	TrpM5:Q9NZQ8
K00071	Hsd11b2:P80365
K05113	EphB4:Q541P7
K06745	Cd274:Q9NZQ7
K04816	ChrNd:Q07001
K08820	Cdk18:Q07002
K13997	PdhX:O00330
K05481	Il1Rn:P18510
K10644	ChfR:Q96EP1
K11974	Rnf31:Q96EP0
K10412	DnaL4:Q6FGD0
K10268	FbxL2:Q9UKC9
K11657	Rsf1:Q96T23
K09228	Znf583:Q96ND8
K04735	RelA:Q04206
K04521	BacE1:B7Z3K2
K09367	Pou5f1:D2IYK3
K09228	Znf658:Q5TYW1
K07342	Sec61g:P60059
K03267	GspT1:Q96GF2
K15360	STRA13:Q5VUA4
K09275	TfcP2:Q12800
K04682	E2f5:Q15329
K01139	HDDC3:Q12805
K05632	ItcH:Q96J02
K09228	Znf135:B4DHH9
K04905	KcnH2:Q12809
K00710	GalNtl4:Q58A54
K11850	Usp29:Q9HBJ7
K07605	Krt6a:P02538
K12189	Vps25:Q9BRG1
K12357	Neu3:A8K327
K07604	Krt14:P02533
K05505	CxcL1:P09341
K01197	HyaL2:B3KRZ2
K00088	ImpDh1:B3KRZ3
K07605	Krt1:P04264
K08801	PasK:Q05BE4
K09230	Znf187:B3KTR1
hsa_P42025	ActY:P42025
K11292	SupT6h:Q7KZ85
K05089	PdgFrb:P09619
K11251	H2aFj:Q9BTM1
K14216	Oas1:P00973
hsa_B2RB53	B2RB53:B2RB53
K00894	EtnK2:Q9NVF9
K07633	Fut5:Q11128
K00898	Pdk3:B4DXG6
K12161	Urm1:Q9BTM9
K12813	Dhx16:B4DZ28
K12186	Fam125b:Q9H7P6
K01810	Gpi:B4DG39
K09539	DnaJc19:C9JBV1
K08049	AdcY9:O60503
K13160	SynCrip:O60506
K05956	RabGgtb:Q6IB63
K12816	Cdc40:O60508
K16185	RRAGA:O15063
K13348	Mpv17:P39210
K11793	CrbN:Q96SW2
K04257	Or2A25:A4D2G3
K04799	Fen1:P39748
K02328	PolD2:P49005
K04864	CacNb3:B7Z973
K13536	MarCksl1:P49006
K07605	Krt77:Q0IIN1
K03009	PolR2k:P53803
K07597	Dsg2:Q14126
K04491	Tcf7l2:B9X074
K04219	SstR3:Q86YF2
K06110	ExoC3:O60645
K10633	Pja1:A2A322
K08540	Nr1I2:O75469
K06107	Epb41l2:O60642
K01672	Ca8:P35219
K01672	Ca5A:P35218
K05163	Eda2r:B2RBZ9
K09228	Znf324:O75467
K09390	E2f6:O75461
K08852	Ern1:O75460
K06509	Cd82:P27701
K13195	CirBp:Q53XX5
K00893	Dck:P27707
K04002	C4bPa:P04003
K10395	Kif21a:B9EGE4
K13133	GemIn5:Q8TEQ6
K04739	PrkAr2a:P13861
K08525	RxrB:P28702
K04174	AplNr:B2RDH3
K05206	GriD1:A8KAN9
K04734	NfkBia:P25963
K11887	PaaF1:Q9BRP4
K09275	Ubp1:A8KAN5
K04724	CflAr:O15519
K05470	Cd70:Q53XX4
K02256	Cox1:P00395
K03843	Alg2:Q9H553
K00383	Gsr:P00390
K01128	SmpDl3a:Q92484
K01128	SmpDl3b:Q92485
K09876	Aqp3:Q92482
hsa_F8WB63	F8WB63:F8WB63
K09176	TfaP2b:Q92481
K04257	Or1L6:Q8NGR2
K06128	LypLa1:O75608
K06252	TnxB:Q6IPK3
K10348	PpiL5:Q6AWA7
K10607	TriM32:Q13049
K12484	Rab11fip5:Q9BXF6
K04257	Or1L4:Q8NGR5
K00639	GcaT:O75600
K04257	Or1L8:Q8NGR8
K06500	Psg7:Q13046
K11833	Usp2:O75604
K10385	Lor:P23490
K03353	Cdc16:Q13042
K02929	Rpl36a:P83881
K08474	Tas2r20:P59543
K04915	KcnK4:Q2YDA1
K07817	PtpRn2:E9PC57
K03156	Tnf:P01375
K05468	Lta:P01374
K11876	PsmG2:Q9P1R6
K07985	MICA, MIC-A, PERB11.1:Q6DHZ8
K02633	Per1:O15534
K14314	Nup210l:E7EP56
K08474	Tas2r19:P59542
K15188	CCNT2:Q86YD1
K06581	IcaM4:Q14773
K09544	HspB3:Q6ICS9
K10415	DynC1i1:A4D1I7
K09339	Hlx:Q14774
hsa_E7EVS6	E7EVS6:E7EVS6
K04320	MchR1:Q99705
K07981	Kir2dl4:Q99706
K00548	Mtr:Q99707
K04834	Scn2a:Q99250
K11977	Rnf217:Q8TC41
K07747	BacE2:Q9Y5Z0
K05062	LepR:P48357
K05462	EfnA3:P52797
K01988	A4gAlt:Q9NPC4
K10639	CcnB1ip1:Q9NPC3
K04919	KcnK9:Q9NPC2
K07819	B3gAlt1:Q9Y5Z6
K06612	St8Sia2:Q92186
K01104	PtpN21:Q16825
K08872	RioK3:B0YJ89
K05762	Rdx:B0YJ88
K06058	Dtx3:Q53ZZ2
K10703	PtpLa:B0YJ81
K05870	CreB1:Q53X93
K10032	CxcL13:Q53X90
K01016	SulT1e1:Q53X91
K01367	CapN1:B2RDI5
K09573	FkbP7:Q9Y680
K07914	Rab37:A8MXF5
K07249	AldH1a2:F5H2Y9
K04508	Tbl1xr1:Q9BZK7
K08758	ApoA2:P02652
K04137	AdrA1d:P25100
K03002	PolR1b:Q9H9Y6
K08548	Nr2F2:B4DQJ2
K06252	TnxB:O95681
K06252	TnxB:O95680
K07189	Ppp1r3d:O95685
hsa_Q7Z7J6	Q7Z7J6:Q7Z7J6
K09105	TfeB:P19484
K01047	Pla2g3:Q9NZ20
K04862	CacNb1:Q02641
K12015	TriM39:Q9HCM9
K04584	GhrHr:Q02643
K12366	ElmO1:A4D1X5
K10642	DziP3:Q86Y13
K00488	Cyp27a1:Q02318
K02206	Cdk2:P24941
K01104	PtpRo:Q16827
K09453	SnaPc4:Q5SXM2
K04243	Gpr37:A4D0Y6
K11467	Phf1:O43189
K12794	CarD9:Q5SXM5
K04731	IraK2:O43187
K09337	Crx:O43186
K06835	AdaM12:O43184
K03937	NduFs4:O43181
K04937	KcnMb1:Q16558
K09068	Tal2:Q16559
K08489	Stx16:Q6GMS8
K09878	Aqp10:Q96PS8
K07528	DpySl2:Q16555
K06500	Psg3:Q16557
K00274	MaoA:P21397
K08552	EsrRa:P11474
K01201	Gba:B7Z6S9
K17391	IGF2BP1, CRD-BP, CRDBP, IMP-1, IMP1, VICKZ1, ZBP1:Q5T0G3
K08539	Vdr:P11473
K01201	Gba:B7Z6S1
K01681	Aco1:P21399
K06738	SigLec6:C9JBE5
K13158	HnrNpa2b1:P22626
K11109	Pot1:Q9NUX5
K00286	PycRl:Q53H96
K01120	Pde2a:E9PGI1
K12404	Gga1:Q8NCS6
K07363	Itk:Q08881
K13237	DecR2:Q9NUI1
K08865	Pbk:Q96KB5
K13988	NudT9:Q96KB3
K11251	H2aFv:A6NKY0
K02266	Cox6a1:P12074
K00720	UgcG:Q16739
K05457	Nrg3:P56975
K03142	GTF2H2C:Q96QC0
K04432	Map2k3:Q6FI23
K03083	Gsk3b:Q6FI27
K05141	TnfRsf1b:P20333
K03359	Cdc26:Q8NHZ8
K06781	CadM1:Q9BY67
K11446	Kdm5d:Q9BY66
K08812	CamKv:Q8NCB2
K05438	Gh2:O14644
K10410	DnaLi1:O14645
K11367	Chd1:O14646
K02353	Dvl1:O14640
K02353	Dvl2:O14641
K05438	Gh2:O14643
K04914	KcnK3:O14649
K00968	PcyT1a:P49585
K08592	SenP1:Q9P0U3
K06752	Hla-dob:Q5QNS2
K13209	EwsR1:Q96MX4
K02152	Atp6v1g2:Q6NVJ2
K01314	F10:Q5JVE7
K01883	CarS:P49589
K12802	PydC1:Q8WXC3
K12885	RbmXl1:Q96E39
K07879	Rab4a:P20338
K04290	S1pR3:Q99500
K14290	Xpo1:B3KWD0
K01326	CelA1:Q9UNI1
K14165	DusP12:Q9UNI6
K00012	UgdH:B3KUU2
K09611	NpePl1:B4DMW7
K00088	ImpDh1:B4DE09
K10365	CapZb:P47756
K10364	CapZa2:P47755
K08817	Cdk20:Q8IZL9
K06051	Dll3:Q8NBS4
K10787	RnaSe3:P12724
K06771	Mag:P20916
K04695	SocS2:O14508
K03729	BhlHe40:O14503
K12352	SmpD3:A8K0T6
K10436	MapRe2:Q15555
K11111	TerF2:Q15554
K05637	LamA1:P25391
K11650	SmaRcd1:Q96GM5
K12859	TxnL4a:P83876
K11588	MecP2:D3YJ43
K06545	Cd163l1:Q2M3B7
K02951	Rps12:P25398
K13202	Toe1:Q96GM8
K11485	Mtf2:Q7Z534
K04358	Fgf13:B7Z4M7
K10407	Klc3:Q6P597
K09441	GabPa:Q06546
K09454	GabPb1:Q06547
K08126	Ogn:Q7Z532
K04898	KcnE4:Q8WWG9
K06568	Muc1:Q7Z538
K10521	AbtB2:E9PRW7
K05458	Nrg4:Q8WWG1
K15544	SSU72, HSPC182, PNAS-120:Q01850
K00771	XylT1:Q86Y38
K04257	Or52e8:Q6IFG1
K00789	Mat1a:Q00266
K10839	Rad23b:P54727
K07375	TubB3:Q53G92
K01388	Mmp1:Q53G95
K08648	HabP2:F5H5M6
K07202	PpaRgc1a:Q9UBK2
K07988	HcsT:Q9UBK5
K07931	RabL2a:Q9UBK7
K02678	Ets1:A8K725
K06462	ItgAx:P20702
K05718	ItgAl:P20701
K07611	LmnB1:P20700
K04200	Mc2R:Q01718
K07916	Rab7l1:B2R7I9
K00477	PhyH:A8MTS8
K02602	CpeB1:Q9BZB8
K00088	ImpDh1:B3KVM8
K12347	Slc11a2:F5H741
K10581	Ube2o:Q9C0C9
K08836	Slk:Q9H2G2
K10802	HmgB1:P09429
K10587	Ube3a:Q9H2G0
K11285	TspYl2:Q9H2G4
K06114	SptAn1:Q13813
K09228	Znf571:Q7Z3V5
K10588	Ube3b:Q7Z3V4
K10703	PtpLb:Q6Y1H2
K07604	Krt16:P08779
K06773	OpcMl:Q14982
K04803	ChrNa1:P02708
K11584	Ppp2r5c:F5GWP3
K11101	PtcH2:Q9Y6C5
K08764	Scp2:C9JC79
K10461	KlhL35:Q6PF15
K05858	PlcB4:Q15147
K10388	PleC:Q15149
K03898	Kng1:C9JEX1
K06712	Btn3a1:A8K547
K08000	Mmp21:Q8N119
K12029	TriM61:Q5EBN2
K02932	Rpl5:A2RUM7
K09575	FkbP9:O95302
K05768	Gsn:P06396
K09228	Znf250:B3KNS9
K05097	Flt4:P35916
K11284	TspYl1:Q9H0U9
K13756	Pde6b:P35913
K04328	FfaR2:O15552
K00654	SptLc2:O15270
K07875	Rab1b:Q9H0U4
K06765	Dcc:Q49AK4
K04589	VipR1:P32241
K04698	SocS5:O75159
K09326	Otx2:P32243
K09326	Otx1:P32242
K10407	Klc1:Q7RTQ3
K10407	Klc1:Q7RTQ2
K04170	Brs3:P32247
K04176	Ccr1:P32246
K04305	Gpr183:P32249
K04182	Ccr7:P32248
hsa_Q562N0	Q562N0:Q562N0
K05866	Cdc25b:Q6MZW8
K09228	Zfp90:Q8TF47
K08955	Yme1l1:Q96TA2
K09228	Znf418:Q8TF45
K04373	Rps6ka6:Q9UK32
K09571	FkbP5:Q59EB8
K03853	CapN2:B7ZA96
K09048	CreB3l3:Q68CJ9
K08504	Bet1:Q53XK0
K01712	UroC1:Q68CJ7
K08821	Cdk15:Q96Q40
K06769	IcaM5:Q8N6I2
K12891	SrsF2:Q01130
K13644	CepT1:Q9Y6K0
K01120	Pde4c:Q32MM7
K00558	DnmT3a:Q9Y6K1
K08595	SenP6:B3KMM0
K04551	Ubb:Q5U5U6
K13956	Ipp:Q9Y573
K08847	RipK3:Q9Y572
K13617	PpmE1:Q9Y570
K12007	TriM17:Q9Y577
K10323	Asb1:Q9Y576
K10325	Asb3:Q9Y575
K10326	Asb4:Q9Y574
K03540	Rpp21:Q9H633
K01562	Dio2:Q92813
K08440	Gpr162:Q16538
K10383	EvpL:Q92817
K04672	AmhR2:Q647K2
K09228	Znf614:Q8N883
K04441	MapK14:Q16539
K03982	SerPine1:B7Z4S0
K14358	ScrN2:E9PBV5
K12485	Rab11fip3:O75154
K05144	Cd27:P26842
K14328	Upf3b:Q9BZI7
K09228	Znf667:Q5HYK9
K00587	IcmT:O60725
K04257	Or11a1:Q9GZK7
K04257	Or2H1:Q9GZK4
K11504	CenPl:Q8N0S6
K04257	Or5B21:A6NL26
K06127	Coq5:Q5HYK3
K08037	Hnf4g:Q14541
K04458	PtpRr:B7Z3J1
K12230	Pik3ap1:Q6ZUJ8
K10435	Map1lc3a:Q9H492
K05293	PigU:Q9H490
K09321	Gbx1:Q14549
K10444	KlhL6:Q8WZ60
K00799	GstA1:P08263
K00704	LalBa:P00709
K05513	Ccl28:Q9NRJ3
K10076	KlrG1:Q96E93
K00699	Ugt2b15:P54855
K09187	Mll2:Q6PIA1
K10412	DnaL4:O96015
K01384	Wnt11:O96014
K05734	Pak4:O96013
K09228	Znf135:Q8N1I7
K09228	Zim3:Q96PE6
K01351	Klk3:P07288
K01500	ApoBec1:P41238
K04581	Glp1r:P43220
hsa_O96019	ACL6A:O96019
K09552	Spg7:Q9UQ90
K10591	NedD4:P46934
K13649	FolR3:Q05C14
K11274	WdhD1:F6W0U7
K06523	IcaM2:Q6FHE2
K05429	Il2:Q0GK43
K04587	AdcYap1r1:P41586
K04590	VipR2:P41587
K00905	BckDk:O14874
K01835	Pgm2:Q96G03
K01081	Nt5E:B3KQI8
K12332	CalCa:P06881
K09431	Etv1:B7Z9P2
K06112	MagI3:Q5TCQ9
K01881	ParS2:Q7L3T8
K10773	NthL1:E5KTI5
K01046	LipF:Q5VXI8
K04658	Nog:Q13253
K04604	Grm1:Q13255
K02537	Mad2l1:Q13257
K04332	PtgDr:Q13258
K06710	IcoSlg:O75144
K07604	Krt15:P19012
K04257	Or2M7:Q8NG81
K04189	CxcR4:P61073
K06689	Ube2d3:P61077
K10436	MapRe3:Q6FHB0
K14026	Sel1l:Q9UBV2
K06583	ItgA7:Q13683
K00733	B4gAlt7:Q9UBV7
K08380	ProKr2:Q8NFJ6
K01558	Wnt16:Q9UBV4
K12871	CcdC12:Q8WUD4
K00089	Akr1c1:Q04828
K07878	Rab2b:Q8WUD1
K06543	KlrB1:Q12918
K05060	Il6St:P40189
K05196	GlrB:P48167
K05635	LamC1:P11047
K00029	Me1:P48163
K08860	Eif2ak1:Q9BQI3
K05178	GabRa4:P48169
K13215	NriP2:Q9BQI9
K08474	Tas2r8:Q9NYW2
K08474	Tas2r7:Q9NYW3
K08474	Tas2r10:Q9NYW0
K08474	Tas2r9:Q9NYW1
K08474	Tas2r3:Q9NYW6
K08474	Tas2r1:Q9NYW7
K08474	Tas2r5:Q9NYW4
K08474	Tas2r4:Q9NYW5
K10433	Map7:E9PCP3
K08765	Cpt1b:E9PCP2
K09228	RbaK:Q9NYW8
K06712	Btn3a3:E9PCP5
K09228	Znf419:E9PCP4
K10365	CapZb:Q7L4N0
K10458	KlhL21:Q9UJP4
K02875	Rpl14:P50914
K13951	Adh7:A8MVN9
K09071	HanD2:P61296
K00605	Amt:Q96IG6
K01896	AcsM1:Q08AH1
K01896	AcsM2a:Q08AH3
K08029	Nkx2-2:O95096
K10294	FbxO8:Q8IXA8
K02154	Atp6v0a4:A4D1R4
K00604	MtfMt:Q96DP5
K09228	Znf471:Q9BX82
K04564	Sod2:B4DL20
K09850	RasSf1:Q9NS23
K10135	ShiSa5:Q8N114
K04981	TrpM6:Q9BX84
K05413	Cd86:B7Z702
K08373	CcrL2:B2R8C0
K10742	Dna2:P51530
K11647	SmaRca2:P51531
K09228	Znf540:Q8NDQ6
K13351	Pex11a:B2R8C6
K05506	CxcL6:P80162
K09565	PpiF:P30405
K10704	Ube2v2:Q15819
K04257	Or2Ag1:Q9H205
K13863	SLC7A1, ATRC1, CAT-1, ERR, HCAT1, REC1L:B7Z3R2
K05228	PomC:Q6FHC8
K04257	Or1J4:A3KME5
K04388	TgfBr2:D2JYI1
K04257	Or1D2:P34982
K04161	Htr5a:A4D2N2
K10893	FanCf:A3KME0
K12592	C1d:Q13901
K14386	SLC5A6, SMVT:B2WTI3
K01104	Eya3:Q99504
K06628	Cdc45:B4DDB4
K04456	Akt2:P31751
K06840	SemA3e:O15041
K10446	KlhL8:Q49A95
K12842	Sr140:O15042
K04526	Ins:P01308
K06250	Spp1:B2RDA1
K08657	TasP1:Q9H6P5
K01104	Eya1:Q99502
K13049	Pm20d1:Q6GTS8
K00710	GalNtl5:Q7Z4T8
K00901	DgkZ:B7Z2M9
K08117	AplP2:Q06481
K06473	Cd33:P20138
K12849	PrpF38a:Q8NAV1
K03934	NduFs1:E7ENF3
K11275	HisT1h1b:P16401
K11854	Usp38:Q8NB14
K11275	HisT1h1c:P16403
K11275	HisT1h1d:P16402
K00944	Ak3:Q9HC01
K05502	Bmp1:P13497
K09420	Myb:E9PI07
K00560	TymS:P04818
K05940	CroT:E7EQF2
K04663	Bmp6:Q4VBA3
K02980	Rps29:A8MZ73
K15053	CHMP7:B2RDT8
K05078	CrlF2:Q5G7M1
K10270	FbxL4:Q9UKA2
K10271	FbxL5:Q9UKA1
K10468	KlhL32:Q96NJ5
K09228	Znf285:Q96NJ3
K06554	IglL1:P15814
K02184	Fmn2:Q9HBL1
K05768	Gsn:B7Z373
K12409	Gne:B7Z372
K07904	Rab11a:B4DT13
K11247	Sh3Gl1:B4DRA1
K09315	Dlx2:Q07687
K11648	SmaRcb1:Q12824
K04549	GngT2:O14610
K08470	Gpr143:P51810
K02577	NdsT2:P52849
K02576	NdsT1:P52848
K16939	SEPT8, SEP2:Q99569
K08121	FmoD:Q12833
K05050	CxcR2:Q53PC4
K06545	Cd163:Q86VB7
K09618	Klk9:Q9UKQ9
K00742	GcnT2:Q08M29
K12471	Epn2:B3KRX8
K08125	PreLp:Q6FG38
K03754	Eif2b2:Q53XC2
K01008	SepHs1:B4DWK0
K08474	Tas2r13:Q9NYV9
K08474	Tas2r14:Q9NYV8
K00312	Wnt3:P56703
K00572	Wnt7b:P56706
K00312	Wnt3a:P56704
K08107	Gpc1:P35052
K13646	PloD3:O60568
K11127	Tep1:Q99973
K05454	Flt3lg:B7ZLY4
K08798	MarK2:A8K2S4
K10512	ZbtB40:Q1RMZ5
K12488	AsaP3:Q8TDY4
K10392	Kif1c:O43896
K06637	Bub1b:O60566
K03729	BhlHe40:Q6IB83
K03959	NduFb3:Q6IB80
K00719	B3gAlnt1:Q8TDY1
K01074	Ppt2:Q9UMR5
K08541	Nr1I3:F1D8Q0
K08541	Nr1I3:F1D8Q1
K08526	RxrG:F1D8Q7
K08037	Hnf4g:F1D8Q4
K10185	Tbx20:Q9UMR3
K08546	Nr2E3:F1D8Q9
K10657	MarCh2:Q9P0N8
K06770	Mpz:P25189
K09290	Tpm3:Q5VU72
K09035	Maf:O75444
K00232	AcoX1:Q15067
K10352	Myh10:P35580
K05760	Pxn:P49023
K06098	Tjp2:B7Z954
K10956	Sec61a2:F8W773
K03164	Top2b:Q8WTY5
K07767	KatNa1:O75449
K01578	MlyCd:O95822
K05948	MfnG:O00587
K10067	SftPa1:B4DNP6
K00072	Spr:P35270
K08189	Slc16a13:Q7RTY0
K00275	PnpO:Q9NVS9
K01411	Nrd1:Q6UUU9
K09438	Spi1:P17947
K04608	Grm7:B9EGG9
K12393	Ap1M1:Q59EK3
K10374	TPM2, AMCD1, DA1, DA2B, NEM4, TMSB:O75909-1
K01311	CtrC:Q99895
K11593	Eif2c3:B4E1P5
K15379	SLC45A3, IPCA-2, IPCA-6, IPCA-8, IPCA6, PCANAP2, PCANAP6, PCANAP8, PRST:B8ZZV5
K05096	Flt1:P17948
K04353	Rap1a:A8KAH9
K03283	HspA1a:B3KTT5
K08658	Rce1:Q0P5W4
K09584	PdiA6:Q15084
K01528	Dnm2:E9PEQ4
K08012	Ncf4:Q15080
K00251	Akr1d1:B4DPN3
K05871	Ptk2b:Q14289
K04257	Or6C3:Q9NZP0
K00251	Akr1d1:B4DPN8
K07847	Rem1:O75628
K03899	F8:Q14286
K12327	CalD1:Q05682
K09275	GrhL3:Q8TE85
K08175	Mgc33953:Q5TF39
K04576	CalCr:P30988
K04211	NtsR1:P30989
K00512	Cyp17a1:Q1HB44
K05731	TiaM2:Q8IVF5
K04257	Or5M3:Q8NGP4
K05669	AbcC6:Q8TCY8
K04257	Or5M8:Q8NGP6
K04257	Or4C13:Q8NGP0
K04257	Or8J1:Q8NGP2
K04257	Or5M9:Q8NGP3
K03121	Gtf2i:Q499G6
K04371	MapK1:Q499G7
K04824	ScnN1a:B4E2Q5
K01537	Atp2c1:B4E2Q0
K10407	Klc1:F8VTM4
K11791	DcaF15:Q66K64
K01772	FecH:Q7KZA3
K01648	AclY:P53396
K08406	Gpr31:O00270
K09069	TwiSt2:Q8WVJ9
K04592	LphN1:O94910
K05650	AbcA8:O94911
K01115	Pld1:Q13393
